                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     57,                 1.9317,                  1.701,                 1.5046,                0.56727,                0.49277,                0.49542,                0.21357,                 1.9122,                 1.7221,                 1.5712,              0.0094555,              0.0094555,              0.0094555
                     58,                 1.9351,                 1.7014,                 1.5067,                0.56932,                0.49139,                0.50423,                0.21556,                 1.8885,                 1.7185,                 1.5559,              0.0094456,              0.0094456,              0.0094456
                     59,                 1.9264,                 1.6867,                 1.4927,                0.58005,                0.51578,                0.52421,                 0.2306,                 1.8905,                 1.6751,                 1.5759,              0.0094357,              0.0094357,              0.0094357
                     60,                 1.9125,                 1.6663,                 1.4995,                0.61428,                0.50038,                0.52417,                 0.2233,                 1.9089,                 1.6963,                 1.5643,              0.0094258,              0.0094258,              0.0094258
                     61,                  1.934,                 1.6847,                 1.5033,                0.61169,                0.48705,                0.52258,                0.23332,                 1.8891,                 1.6867,                 1.5535,              0.0094159,              0.0094159,              0.0094159
                     62,                 1.9126,                 1.6692,                 1.4838,                0.57166,                0.52009,                0.51763,                0.22977,                 1.8878,                  1.675,                 1.5688,               0.009406,               0.009406,               0.009406
                     63,                 1.9095,                 1.6666,                 1.4911,                0.58737,                0.50646,                0.52042,                0.22747,                 1.8916,                 1.6914,                 1.5592,              0.0093961,              0.0093961,              0.0093961
                     64,                 1.9106,                 1.6629,                 1.4873,                0.60431,                0.49849,                0.53523,                 0.2429,                 1.8724,                 1.6239,                 1.5505,              0.0093862,              0.0093862,              0.0093862
                     65,                 1.8974,                 1.6476,                 1.4858,                0.59472,                0.50574,                0.53609,                0.23611,                 1.8902,                 1.6488,                 1.5631,              0.0093763,              0.0093763,              0.0093763
                     66,                 1.8984,                 1.6487,                 1.4859,                0.57754,                 0.5208,                0.53112,                0.23201,                 1.8738,                 1.6754,                 1.5523,              0.0093664,              0.0093664,              0.0093664
                     67,                 1.9046,                 1.6368,                 1.4711,                0.58273,                0.50891,                0.53089,                0.23481,                 1.8668,                 1.6839,                 1.5323,              0.0093565,              0.0093565,              0.0093565
                     68,                 1.9099,                 1.6323,                 1.4664,                0.58764,                0.53945,                0.54916,                0.24326,                 1.8676,                 1.6284,                 1.5365,              0.0093466,              0.0093466,              0.0093466
                     69,                 1.8966,                 1.6432,                 1.4747,                0.59831,                0.50219,                0.53247,                0.23718,                 1.8839,                 1.6549,                 1.5443,              0.0093367,              0.0093367,              0.0093367
                     70,                 1.8957,                 1.6462,                 1.4801,                0.60159,                 0.5165,                0.53804,                0.24139,                 1.8626,                  1.645,                 1.5309,              0.0093268,              0.0093268,              0.0093268
                     71,                 1.8946,                  1.626,                 1.4606,                0.56915,                0.52224,                0.52899,                0.23627,                 1.8653,                 1.6385,                 1.5359,              0.0093169,              0.0093169,              0.0093169
                     72,                 1.8924,                 1.6428,                 1.4647,                0.57469,                0.52439,                0.52856,                0.24055,                 1.8632,                 1.6514,                  1.529,               0.009307,               0.009307,               0.009307
                     73,                 1.8807,                 1.6219,                 1.4647,                0.57994,                0.52511,                0.53955,                0.24301,                 1.8725,                  1.628,                 1.5398,              0.0092971,              0.0092971,              0.0092971
                     74,                 1.8771,                 1.6161,                 1.4577,                0.61879,                    0.5,                0.53275,                0.23452,                 1.8775,                 1.6517,                 1.5268,              0.0092872,              0.0092872,              0.0092872
                     75,                 1.8737,                  1.609,                 1.4526,                0.58805,                0.51793,                0.54158,                0.24114,                   1.88,                 1.6382,                 1.5324,              0.0092773,              0.0092773,              0.0092773
                     76,                 1.8766,                 1.6093,                 1.4588,                 0.5981,                0.52152,                0.54356,                0.24076,                 1.8845,                  1.661,                 1.5496,              0.0092674,              0.0092674,              0.0092674
                     77,                 1.8856,                 1.6099,                 1.4583,                0.62244,                 0.5043,                0.54843,                0.24374,                 1.8782,                  1.628,                 1.5412,              0.0092575,              0.0092575,              0.0092575
                     78,                 1.8954,                 1.6174,                 1.4571,                0.61695,                0.52798,                0.55799,                0.24755,                 1.8665,                 1.6146,                 1.5302,              0.0092476,              0.0092476,              0.0092476
                     79,                 1.8808,                 1.6143,                 1.4612,                0.61442,                0.51898,                0.55197,                0.23723,                 1.8984,                 1.6438,                 1.5396,              0.0092377,              0.0092377,              0.0092377
                     80,                 1.8698,                 1.6036,                 1.4486,                0.60715,                0.53013,                 0.5528,                 0.2459,                 1.8696,                 1.6069,                 1.5236,              0.0092278,              0.0092278,              0.0092278
                     81,                  1.875,                 1.5999,                 1.4555,                0.61285,                0.52462,                0.55062,                0.24434,                 1.8786,                  1.614,                 1.5342,              0.0092179,              0.0092179,              0.0092179
                     82,                  1.878,                  1.604,                 1.4593,                0.62832,                0.53359,                0.56988,                0.25531,                 1.8633,                 1.5989,                 1.5355,               0.009208,               0.009208,               0.009208
                     83,                 1.8578,                 1.5679,                 1.4453,                 0.6104,                0.52936,                0.55586,                0.24842,                  1.884,                 1.5934,                 1.5457,              0.0091981,              0.0091981,              0.0091981
                     84,                 1.8605,                 1.5818,                 1.4394,                0.61717,                0.52296,                0.55997,                0.24702,                 1.8909,                 1.5995,                 1.5385,              0.0091882,              0.0091882,              0.0091882
                     85,                 1.8601,                 1.5937,                 1.4525,                0.60549,                0.53085,                0.55387,                0.24508,                  1.883,                 1.6034,                 1.5502,              0.0091783,              0.0091783,              0.0091783
                     86,                 1.8565,                 1.5852,                 1.4518,                 0.6021,                0.54591,                0.56234,                0.25351,                 1.8685,                 1.5939,                 1.5372,              0.0091684,              0.0091684,              0.0091684
                     87,                 1.8586,                 1.5844,                  1.448,                 0.6108,                0.52462,                0.55987,                0.25337,                 1.8784,                 1.6036,                 1.5377,              0.0091585,              0.0091585,              0.0091585
                     88,                 1.8504,                 1.5803,                 1.4311,                0.60252,                0.53874,                0.56246,                0.25216,                 1.8708,                 1.6005,                 1.5272,              0.0091486,              0.0091486,              0.0091486
                     89,                 1.8429,                 1.5472,                 1.4327,                0.63081,                0.50502,                0.55845,                0.24957,                 1.8651,                 1.6023,                  1.523,              0.0091387,              0.0091387,              0.0091387
                     90,                 1.8469,                  1.547,                 1.4355,                0.63415,                0.52009,                0.56961,                0.25195,                 1.8666,                 1.5754,                 1.5341,              0.0091288,              0.0091288,              0.0091288
                     91,                 1.8564,                 1.5664,                 1.4414,                0.61705,                0.53865,                0.56544,                0.25199,                 1.8662,                 1.5666,                 1.5282,              0.0091189,              0.0091189,              0.0091189
                     92,                 1.8508,                 1.5512,                 1.4262,                0.61075,                0.55595,                0.57547,                0.25875,                 1.8501,                 1.5588,                 1.5174,               0.009109,               0.009109,               0.009109
                     93,                 1.8485,                  1.532,                  1.433,                0.60714,                0.55452,                0.58102,                0.26319,                 1.8545,                 1.5472,                 1.5136,              0.0090991,              0.0090991,              0.0090991
                     94,                 1.8487,                 1.5594,                 1.4307,                0.62211,                  0.533,                0.57563,                0.25891,                 1.8646,                  1.557,                 1.5209,              0.0090892,              0.0090892,              0.0090892
                     95,                 1.8488,                 1.5375,                 1.4296,                0.62371,                0.52582,                0.56652,                0.25381,                 1.8649,                 1.5669,                 1.5211,              0.0090793,              0.0090793,              0.0090793
                     96,                 1.8434,                 1.5554,                 1.4298,                0.64003,                0.52582,                0.57001,                0.25391,                 1.8682,                 1.5618,                 1.5221,              0.0090694,              0.0090694,              0.0090694
                     97,                 1.8368,                 1.5402,                 1.4248,                0.66186,                0.51111,                0.57804,                0.25639,                 1.8702,                 1.5508,                 1.5216,              0.0090595,              0.0090595,              0.0090595
                     98,                 1.8472,                  1.547,                 1.4318,                 0.6294,                0.53874,                0.58091,                0.26167,                 1.8629,                 1.5393,                 1.5184,              0.0090496,              0.0090496,              0.0090496
                     99,                 1.8346,                 1.5262,                 1.4288,                0.61199,                0.54232,                0.58006,                0.25991,                 1.8691,                 1.5357,                 1.5278,              0.0090397,              0.0090397,              0.0090397
                    100,                 1.8463,                 1.5201,                  1.426,                0.65681,                0.53515,                0.58733,                0.26282,                 1.8749,                  1.529,                 1.5323,              0.0090298,              0.0090298,              0.0090298
                    101,                 1.8442,                  1.525,                 1.4229,                0.63892,                0.54161,                0.58324,                0.26115,                 1.8723,                 1.5195,                 1.5295,              0.0090199,              0.0090199,              0.0090199
                    102,                 1.8331,                 1.5283,                  1.418,                0.64066,                0.54356,                0.58133,                0.25735,                 1.8741,                 1.5356,                 1.5275,                0.00901,                0.00901,                0.00901
                    103,                 1.8123,                 1.5051,                 1.4028,                0.61735,                0.54735,                  0.585,                0.26323,                  1.863,                 1.5297,                 1.5217,              0.0090001,              0.0090001,              0.0090001
                    104,                 1.8194,                 1.5125,                 1.4168,                0.62647,                 0.5366,                0.58824,                0.26347,                 1.8681,                 1.5358,                 1.5221,              0.0089902,              0.0089902,              0.0089902
                    105,                 1.8174,                 1.5053,                 1.4123,                0.60895,                0.55093,                0.58922,                0.26528,                 1.8661,                 1.5385,                  1.521,              0.0089803,              0.0089803,              0.0089803
                    106,                 1.8178,                 1.5033,                 1.4111,                0.61216,                0.55368,                  0.587,                0.26189,                 1.8743,                 1.5382,                 1.5211,              0.0089704,              0.0089704,              0.0089704
                    107,                 1.8146,                 1.4883,                 1.3995,                0.61985,                0.55022,                0.59081,                0.26384,                 1.8728,                 1.5336,                 1.5211,              0.0089605,              0.0089605,              0.0089605
                    108,                 1.8211,                  1.503,                  1.416,                0.64754,                0.54232,                0.59615,                0.26692,                 1.8673,                 1.5227,                 1.5185,              0.0089506,              0.0089506,              0.0089506
                    109,                  1.806,                 1.4866,                 1.4028,                  0.625,                0.54878,                0.59348,                0.26632,                 1.8644,                 1.5265,                   1.52,              0.0089407,              0.0089407,              0.0089407
                    110,                 1.8224,                  1.511,                 1.4116,                 0.6333,                0.53874,                0.58935,                0.26451,                 1.8645,                 1.5358,                 1.5212,              0.0089308,              0.0089308,              0.0089308
                    111,                 1.8186,                 1.4987,                 1.4145,                0.63294,                0.55539,                0.58742,                0.26407,                 1.8685,                 1.5395,                 1.5217,              0.0089209,              0.0089209,              0.0089209
                    112,                 1.8139,                 1.5021,                 1.4025,                0.62963,                0.54878,                0.58439,                0.26178,                 1.8725,                 1.5399,                 1.5216,               0.008911,               0.008911,               0.008911
                    113,                 1.8263,                 1.4783,                 1.4066,                0.61102,                0.56793,                0.58577,                0.26346,                 1.8664,                 1.5313,                  1.519,              0.0089011,              0.0089011,              0.0089011
                    114,                  1.796,                 1.4857,                 1.4004,                0.62982,                0.56456,                0.59058,                0.26628,                 1.8664,                 1.5202,                 1.5195,              0.0088912,              0.0088912,              0.0088912
                    115,                 1.8182,                 1.4831,                 1.4042,                0.62519,                0.57196,                0.59533,                0.26578,                 1.8685,                 1.5187,                 1.5217,              0.0088813,              0.0088813,              0.0088813
                    116,                 1.8089,                 1.4822,                  1.408,                0.61151,                0.57747,                0.59167,                0.26565,                  1.865,                 1.5183,                   1.52,              0.0088714,              0.0088714,              0.0088714
                    117,                 1.8136,                 1.4846,                 1.3986,                0.61726,                0.56958,                0.58902,                0.26635,                  1.864,                 1.5088,                 1.5155,              0.0088615,              0.0088615,              0.0088615
                    118,                 1.7991,                  1.463,                 1.3896,                0.64916,                0.55217,                0.59201,                0.26945,                 1.8651,                 1.5037,                  1.514,              0.0088516,              0.0088516,              0.0088516
                    119,                 1.8034,                 1.4858,                 1.3897,                0.64829,                0.54741,                0.59104,                0.26896,                 1.8691,                 1.5026,                  1.515,              0.0088417,              0.0088417,              0.0088417
                    120,                 1.7996,                 1.4584,                 1.3867,                0.64477,                0.55729,                0.59845,                0.27009,                 1.8669,                 1.4941,                 1.5124,              0.0088318,              0.0088318,              0.0088318
                    121,                 1.7976,                 1.4649,                 1.3895,                0.65095,                0.55811,                0.60286,                0.27069,                 1.8646,                 1.4884,                 1.5082,              0.0088219,              0.0088219,              0.0088219
                    122,                 1.7982,                 1.4653,                 1.4038,                0.64851,                0.55987,                0.59893,                0.26934,                 1.8639,                 1.4927,                 1.5064,               0.008812,               0.008812,               0.008812
                    123,                 1.7994,                 1.4615,                 1.3886,                0.64097,                0.56222,                 0.5952,                0.26911,                 1.8626,                 1.4963,                 1.5059,              0.0088021,              0.0088021,              0.0088021
                    124,                 1.7844,                 1.4407,                 1.3836,                0.63309,                0.56671,                 0.5978,                0.27071,                 1.8618,                 1.5019,                 1.5051,              0.0087922,              0.0087922,              0.0087922
                    125,                 1.7954,                  1.456,                 1.3918,                0.63472,                0.56026,                0.59425,                0.26954,                 1.8661,                  1.502,                 1.5078,              0.0087823,              0.0087823,              0.0087823
                    126,                 1.7915,                 1.4492,                 1.3823,                0.63806,                0.56815,                0.59356,                0.26929,                 1.8647,                 1.4976,                 1.5077,              0.0087724,              0.0087724,              0.0087724
                    127,                 1.7923,                 1.4434,                 1.3882,                0.64148,                 0.5686,                0.59815,                0.27076,                  1.866,                 1.4928,                 1.5062,              0.0087625,              0.0087625,              0.0087625
                    128,                 1.7943,                 1.4316,                 1.3861,                0.63665,                0.57389,                 0.5967,                0.27049,                 1.8688,                 1.4952,                 1.5071,              0.0087526,              0.0087526,              0.0087526
                    129,                 1.7806,                 1.4307,                 1.3822,                0.63301,                0.57461,                  0.597,                0.26958,                 1.8691,                 1.4969,                 1.5063,              0.0087427,              0.0087427,              0.0087427
                    130,                 1.7803,                 1.4373,                 1.3863,                0.63849,                0.57102,                0.59727,                0.26992,                  1.867,                 1.4961,                 1.5079,              0.0087328,              0.0087328,              0.0087328
                    131,                 1.7899,                 1.4429,                   1.39,                0.63767,                0.56313,                0.59655,                0.27161,                 1.8652,                 1.4956,                 1.5061,              0.0087229,              0.0087229,              0.0087229
                    132,                 1.7789,                 1.4399,                 1.3882,                0.65011,                0.56026,                0.60117,                0.27206,                 1.8639,                 1.4895,                 1.5068,               0.008713,               0.008713,               0.008713
                    133,                 1.7828,                 1.4421,                 1.3801,                0.63594,                 0.5689,                0.59983,                0.27207,                 1.8632,                  1.491,                 1.5048,              0.0087031,              0.0087031,              0.0087031
                    134,                 1.7698,                 1.4275,                 1.3803,                0.65566,                0.54909,                0.60018,                0.27161,                 1.8631,                   1.49,                  1.505,              0.0086932,              0.0086932,              0.0086932
                    135,                 1.7919,                 1.4294,                 1.3754,                 0.6605,                0.54304,                0.59944,                0.27403,                 1.8628,                 1.4888,                  1.503,              0.0086833,              0.0086833,              0.0086833
                    136,                 1.7712,                 1.4143,                 1.3762,                0.64709,                0.55237,                0.59906,                0.27441,                 1.8628,                 1.4874,                 1.5029,              0.0086734,              0.0086734,              0.0086734
                    137,                 1.7664,                 1.4162,                 1.3679,                0.64444,                0.55452,                0.59784,                0.27406,                  1.864,                 1.4854,                 1.5033,              0.0086635,              0.0086635,              0.0086635
                    138,                 1.7969,                 1.4496,                 1.3861,                0.64005,                0.55742,                0.59744,                0.27372,                  1.864,                 1.4887,                 1.5014,              0.0086536,              0.0086536,              0.0086536
                    139,                 1.7612,                 1.3969,                 1.3688,                0.63509,                0.56385,                0.59779,                0.27438,                 1.8624,                 1.4885,                 1.4999,              0.0086437,              0.0086437,              0.0086437
                    140,                 1.7804,                 1.4185,                 1.3748,                0.65986,                0.55093,                0.60327,                0.27484,                 1.8625,                 1.4876,                 1.4996,              0.0086338,              0.0086338,              0.0086338
                    141,                 1.7597,                 1.4092,                 1.3655,                0.63558,                0.56743,                0.60023,                 0.2749,                 1.8636,                 1.4886,                 1.4995,              0.0086239,              0.0086239,              0.0086239
                    142,                 1.7602,                 1.4093,                 1.3696,                0.64899,                0.56169,                0.60102,                0.27548,                 1.8637,                  1.489,                 1.5001,               0.008614,               0.008614,               0.008614
                    143,                 1.7702,                 1.4032,                 1.3654,                0.63696,                0.57174,                0.60157,                0.27676,                 1.8633,                 1.4876,                 1.4996,              0.0086041,              0.0086041,              0.0086041
                    144,                  1.754,                 1.4065,                 1.3641,                  0.636,                0.57532,                0.60335,                0.27696,                 1.8637,                 1.4855,                 1.4985,              0.0085942,              0.0085942,              0.0085942
                    145,                 1.7541,                 1.3952,                 1.3632,                 0.6395,                0.57245,                0.60335,                0.27777,                 1.8637,                 1.4863,                 1.4972,              0.0085843,              0.0085843,              0.0085843
                    146,                 1.7594,                 1.3941,                 1.3626,                0.64049,                0.57532,                0.60576,                0.27729,                 1.8638,                 1.4838,                 1.4975,              0.0085744,              0.0085744,              0.0085744
                    147,                 1.7507,                 1.3887,                 1.3639,                0.63547,                0.57604,                0.60453,                0.27742,                 1.8655,                 1.4845,                 1.4994,              0.0085645,              0.0085645,              0.0085645
                    148,                 1.7467,                 1.3813,                  1.374,                0.64712,                0.57317,                0.60473,                0.27881,                 1.8647,                 1.4842,                 1.4985,              0.0085546,              0.0085546,              0.0085546
                    149,                 1.7775,                 1.3932,                 1.3698,                0.64455,                0.57367,                0.60511,                0.27821,                 1.8632,                 1.4838,                 1.4979,              0.0085447,              0.0085447,              0.0085447
                    150,                 1.7459,                  1.385,                 1.3639,                0.66835,                0.56098,                0.60412,                0.27916,                 1.8626,                 1.4801,                 1.4965,              0.0085348,              0.0085348,              0.0085348
                    151,                 1.7718,                 1.4027,                 1.3621,                0.66134,                0.56385,                0.60557,                0.28034,                  1.863,                  1.478,                 1.4964,              0.0085249,              0.0085249,              0.0085249
