                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     33,                 2.7753,                 3.1043,                 2.1419,                0.05451,                  0.125,                0.04969,                0.01862,                 2.4912,                 2.9917,                 2.0117,              0.0013862,              0.0013862,              0.0013862
                     34,                 2.7455,                 2.9456,                 2.0514,                0.19108,                0.09559,                0.09135,                0.03311,                 2.5284,                 2.9551,                   1.99,              0.0013664,              0.0013664,              0.0013664
                     35,                 2.7537,                 2.9849,                 2.1092,                0.27456,                0.24265,                 0.1552,                0.06537,                 2.4513,                 2.7681,                 1.9801,              0.0013466,              0.0013466,              0.0013466
                     36,                 2.7327,                 2.8975,                 2.0275,                0.24451,                0.19118,                0.12713,                0.04191,                 2.5281,                 2.7498,                 2.0068,              0.0013268,              0.0013268,              0.0013268
                     37,                 2.7357,                 2.8715,                 2.0166,                0.25656,                0.27941,                0.17096,                 0.0645,                 2.4094,                 2.7094,                 1.9503,               0.001307,               0.001307,               0.001307
                     38,                 2.7242,                 2.9405,                  2.034,                0.28458,                 0.2223,                0.16062,                0.05745,                 2.4614,                  3.365,                 1.9646,              0.0012872,              0.0012872,              0.0012872
                     39,                 2.6881,                 2.8519,                 2.0587,                0.24104,                0.14706,                0.12763,                0.04504,                 2.4011,                 2.7094,                  1.947,              0.0012674,              0.0012674,              0.0012674
                     40,                 2.6653,                 2.7758,                 1.9904,                0.26496,                0.26471,                0.18674,                0.06362,                 2.3631,                 2.6791,                 1.8827,              0.0012476,              0.0012476,              0.0012476
                     41,                 2.6811,                 2.9434,                 2.0676,                0.27553,                0.22794,                0.18624,                0.06069,                 2.3634,                 2.6916,                 1.8922,              0.0012278,              0.0012278,              0.0012278
                     42,                 2.6267,                 2.8363,                 2.0379,                0.27411,                0.21324,                0.14233,                0.05271,                 2.3998,                 2.7133,                 1.9487,               0.001208,               0.001208,               0.001208
                     43,                 2.5731,                 2.7652,                 1.9654,                0.34971,                0.26471,                0.23151,                0.08078,                 2.3056,                 2.6279,                 1.8748,              0.0011882,              0.0011882,              0.0011882
                     44,                 2.6739,                 2.8074,                  2.011,                0.29866,                   0.25,                0.21806,                0.07645,                 2.3168,                 2.8223,                 1.8773,              0.0011684,              0.0011684,              0.0011684
                     45,                 2.5969,                 2.7171,                 1.9738,                0.23821,                0.18626,                0.14788,                 0.0535,                 2.3499,                 2.8173,                 1.8845,              0.0011486,              0.0011486,              0.0011486
                     46,                 2.5716,                 2.6941,                  1.985,                  0.184,                0.19853,                0.11889,                0.04322,                  2.395,                 2.8833,                 1.9308,              0.0011288,              0.0011288,              0.0011288
                     47,                 2.5798,                 2.7121,                 1.9284,                0.25503,                0.24265,                0.19162,                0.07125,                 2.3308,                 2.4981,                 1.8559,               0.001109,               0.001109,               0.001109
                     48,                 2.5279,                 2.6115,                  1.895,                0.31764,                0.16176,                0.17703,                0.05871,                 2.4231,                 2.6671,                 1.9202,              0.0010892,              0.0010892,              0.0010892
                     49,                 2.5615,                 2.6639,                 1.9385,                0.33993,                0.31618,                0.23793,                0.08903,                 2.2832,                  2.442,                 1.8563,              0.0010694,              0.0010694,              0.0010694
                     50,                 2.5311,                 2.7013,                 1.9281,                0.25971,                0.21324,                0.16364,                0.07041,                 2.3703,                 2.6325,                 1.9486,              0.0010496,              0.0010496,              0.0010496
                     51,                 2.5134,                 2.6366,                 1.9468,                0.28002,                0.30882,                0.20065,                0.07458,                 2.3142,                 2.4368,                 1.9523,              0.0010298,              0.0010298,              0.0010298
                     52,                 2.5214,                 2.6559,                 1.9597,                0.29473,                0.27941,                0.20807,                0.07599,                 2.3019,                 2.4937,                 1.8301,                0.00101,                0.00101,                0.00101
                     53,                 2.5192,                 2.5631,                 1.8851,                0.28364,                0.27941,                0.17189,                0.05305,                 2.3871,                 2.5825,                 1.8658,              0.0009902,              0.0009902,              0.0009902
                     54,                 2.4802,                  2.605,                 1.9136,                0.30393,                0.25735,                0.21363,                0.09119,                 2.2394,                 2.5285,                 1.8055,              0.0009704,              0.0009704,              0.0009704
                     55,                 2.5263,                 2.6535,                 1.9131,                0.33857,                0.28676,                0.22322,                0.07555,                 2.2232,                 2.3659,                 1.8055,              0.0009506,              0.0009506,              0.0009506
                     56,                 2.5164,                 2.6616,                 1.9379,                0.35339,                0.24265,                0.21905,                0.08621,                 2.2385,                 2.4457,                 1.8149,              0.0009308,              0.0009308,              0.0009308
                     57,                 2.4394,                  2.561,                  1.874,                0.29736,                0.25735,                0.18454,                 0.0641,                 2.2972,                 2.4543,                 1.8784,               0.000911,               0.000911,               0.000911
                     58,                 2.3998,                 2.5303,                 1.8271,                0.21357,                0.27206,                0.17056,                0.06195,                 2.2833,                 2.4962,                 1.8612,              0.0008912,              0.0008912,              0.0008912
                     59,                 2.4471,                 2.5358,                 1.8649,                0.30255,                0.27206,                0.24645,                0.08549,                  2.234,                 2.4662,                 1.7876,              0.0008714,              0.0008714,              0.0008714
                     60,                 2.3825,                 2.5403,                 1.8411,                0.34507,                0.38235,                0.28942,                0.10615,                 2.1532,                 2.3489,                 1.7605,              0.0008516,              0.0008516,              0.0008516
                     61,                 2.4436,                 2.5109,                 1.9014,                0.32195,                0.33088,                0.25057,                0.09571,                 2.1992,                 2.4218,                 1.7923,              0.0008318,              0.0008318,              0.0008318
                     62,                 2.3607,                 2.4542,                 1.7926,                0.33344,                0.33824,                0.26411,                0.09951,                 2.1646,                 2.3213,                 1.7989,               0.000812,               0.000812,               0.000812
                     63,                 2.4049,                  2.459,                 1.7972,                0.30473,                0.32353,                0.24698,                0.08616,                 2.1681,                 2.3332,                 1.7768,              0.0007922,              0.0007922,              0.0007922
                     64,                 2.3995,                 2.4054,                 1.8304,                0.31302,                0.28676,                0.25852,                0.08769,                 2.1722,                 2.3349,                 1.7377,              0.0007724,              0.0007724,              0.0007724
                     65,                 2.4053,                  2.477,                 1.8033,                 0.3254,                0.30882,                0.24668,                0.09141,                 2.1909,                 2.3453,                 1.7928,              0.0007526,              0.0007526,              0.0007526
                     66,                 2.3865,                 2.4683,                 1.8323,                0.33543,                0.31618,                0.25523,                0.08391,                 2.2117,                 2.2528,                 1.7668,              0.0007328,              0.0007328,              0.0007328
                     67,                 2.3755,                 2.4881,                 1.8536,                0.38453,                0.26471,                0.22638,                0.08724,                 2.2183,                   2.54,                 1.8269,               0.000713,               0.000713,               0.000713
                     68,                 2.3833,                 2.4987,                 1.8399,                0.28097,                0.25735,                0.21626,                0.07669,                 2.1929,                 2.3796,                 1.7652,              0.0006932,              0.0006932,              0.0006932
                     69,                 2.3489,                 2.4136,                 1.8056,                0.34187,                0.27941,                0.26355,                0.09541,                 2.1778,                 2.3983,                 1.7759,              0.0006734,              0.0006734,              0.0006734
                     70,                 2.2966,                 2.3381,                 1.7836,                0.29754,                0.36029,                0.24263,                0.08438,                 2.1881,                 2.2917,                 1.7936,              0.0006536,              0.0006536,              0.0006536
                     71,                  2.362,                   2.43,                 1.7734,                0.32339,                0.33088,                0.26535,                0.08485,                 2.2468,                 2.2893,                  1.792,              0.0006338,              0.0006338,              0.0006338
                     72,                  2.368,                 2.4181,                 1.8115,                0.32318,                0.27941,                0.24906,                0.08662,                 2.2314,                 2.3312,                 1.7771,               0.000614,               0.000614,               0.000614
                     73,                 2.2856,                 2.3448,                 1.7876,                0.36449,                0.31618,                0.24779,                0.10089,                 2.1707,                 2.2498,                 1.7737,              0.0005942,              0.0005942,              0.0005942
                     74,                  2.346,                 2.4455,                 1.8069,                0.28143,                0.29412,                0.22766,                0.08698,                 2.1773,                 2.3418,                 1.7711,              0.0005744,              0.0005744,              0.0005744
                     75,                 2.3205,                 2.3182,                 1.7731,                0.29916,                0.23529,                 0.1714,                0.06213,                 2.2157,                 2.4039,                 1.8235,              0.0005546,              0.0005546,              0.0005546
                     76,                 2.2965,                 2.3418,                 1.7367,                0.36597,                0.36501,                0.28906,                0.09828,                 2.1628,                 2.3554,                 1.7424,              0.0005348,              0.0005348,              0.0005348
                     77,                 2.2948,                 2.3379,                 1.7576,                0.31555,                0.32353,                 0.2565,                0.09845,                  2.178,                  2.261,                 1.7554,               0.000515,               0.000515,               0.000515
                     78,                 2.2643,                 2.3717,                  1.775,                0.36049,                0.34559,                0.28463,                0.10197,                 2.1802,                 2.2633,                 1.7507,              0.0004952,              0.0004952,              0.0004952
                     79,                 2.2505,                 2.2651,                 1.7215,                0.31554,                0.36029,                0.26636,                0.08962,                  2.213,                 2.2818,                 1.7461,              0.0004754,              0.0004754,              0.0004754
                     80,                 2.2278,                 2.3161,                 1.7295,                0.31251,                0.26471,                0.22734,                 0.0797,                 2.2343,                 2.3092,                 1.7627,              0.0004556,              0.0004556,              0.0004556
                     81,                  2.269,                 2.2547,                 1.7349,                0.39062,                0.29412,                0.26919,                0.10309,                  2.158,                 2.3453,                 1.7596,              0.0004358,              0.0004358,              0.0004358
                     82,                 2.2756,                 2.3319,                 1.7386,                0.40437,                0.34559,                0.28024,                0.09796,                 2.2182,                 2.2369,                 1.7694,               0.000416,               0.000416,               0.000416
                     83,                 2.2962,                 2.2786,                  1.733,                0.29953,                0.36029,                0.23437,                0.07893,                 2.2275,                 2.3328,                 1.7559,              0.0003962,              0.0003962,              0.0003962
                     84,                 2.2735,                 2.2797,                 1.7469,                0.31546,                0.32353,                0.22014,                0.08389,                 2.1932,                 2.2901,                 1.7886,              0.0003764,              0.0003764,              0.0003764
                     85,                 2.3172,                 2.2608,                 1.7525,                0.38697,                0.34559,                0.27631,                0.09729,                 2.2127,                  2.306,                 1.7706,              0.0003566,              0.0003566,              0.0003566
                     86,                 2.2274,                 2.2117,                 1.7027,                0.38914,                0.35294,                0.27213,                0.10715,                 2.1141,                 2.1861,                 1.7136,              0.0003368,              0.0003368,              0.0003368
                     87,                 2.2312,                 2.1892,                 1.6933,                 0.3625,                0.38468,                0.28926,                0.11009,                 2.1517,                 2.2362,                  1.749,               0.000317,               0.000317,               0.000317
                     88,                 2.1958,                 2.1775,                 1.7368,                0.26748,                0.38971,                 0.2518,                0.09366,                 2.1903,                 2.2138,                  1.781,              0.0002972,              0.0002972,              0.0002972
                     89,                 2.2487,                 2.1724,                 1.7095,                0.43248,                0.32353,                0.29642,                0.10973,                 2.1573,                 2.1807,                 1.7323,              0.0002774,              0.0002774,              0.0002774
                     90,                 2.2536,                 2.2595,                 1.7146,                0.33409,                0.41912,                0.30456,                0.12191,                  2.138,                 2.2061,                 1.7456,              0.0002576,              0.0002576,              0.0002576
                     91,                 2.2201,                 2.2145,                 1.7329,                0.33044,                0.27941,                0.23819,                 0.0875,                 2.1712,                 2.2463,                 1.7934,              0.0002378,              0.0002378,              0.0002378
                     92,                  2.187,                 2.1716,                 1.6639,                0.32397,                0.38971,                 0.2761,                0.09858,                 2.1851,                 2.2236,                 1.7735,               0.000218,               0.000218,               0.000218
                     93,                 2.1871,                 2.2059,                 1.6741,                0.29379,                0.37014,                 0.2241,                0.08099,                  2.197,                 2.2488,                 1.7832,              0.0001982,              0.0001982,              0.0001982
                     94,                 2.1987,                 2.1761,                 1.6976,                0.29521,                0.36765,                0.23327,                0.08514,                 2.2105,                 2.2568,                 1.7928,              0.0001784,              0.0001784,              0.0001784
                     95,                  2.178,                 2.0981,                 1.6654,                0.33141,                0.36029,                0.24269,                0.09662,                 2.1526,                 2.1889,                 1.7551,              0.0001586,              0.0001586,              0.0001586
                     96,                 2.1393,                 2.0988,                 1.6513,                0.33867,                0.36029,                0.24344,                 0.0919,                 2.1601,                 2.2217,                 1.7637,              0.0001388,              0.0001388,              0.0001388
                     97,                 2.1443,                 2.1014,                 1.6477,                0.32976,                0.38235,                0.25581,                0.09746,                 2.1291,                  2.203,                 1.7486,               0.000119,               0.000119,               0.000119
                     98,                  2.176,                 2.1257,                  1.664,                0.35633,                0.40441,                0.26205,                0.09948,                 2.1344,                 2.1848,                 1.7633,               9.92e-05,               9.92e-05,               9.92e-05
                     99,                  2.147,                 2.0501,                 1.6453,                0.34733,                0.38971,                0.24702,                0.09602,                 2.1293,                   2.19,                 1.7521,               7.94e-05,               7.94e-05,               7.94e-05
                    100,                 2.1434,                 2.0531,                 1.6388,                0.34569,                0.38235,                0.24832,                0.09856,                 2.1424,                 2.2048,                  1.756,               5.96e-05,               5.96e-05,               5.96e-05
