                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    152,                 1.8505,                 1.5807,                 1.3343,                0.67393,                0.58608,                 0.6351,                0.28897,                 1.8536,                 1.4148,                 1.3384,                0.00505,                0.00505,                0.00505
                    153,                 1.8417,                  1.568,                 1.3314,                 0.6726,                0.58608,                  0.636,                0.28979,                  1.854,                 1.4149,                  1.339,               0.005017,               0.005017,               0.005017
                    154,                 1.8481,                 1.5746,                   1.33,                0.67158,                0.58895,                0.63571,                0.28951,                 1.8531,                 1.4134,                 1.3386,               0.004984,               0.004984,               0.004984
                    155,                 1.8476,                 1.5743,                 1.3268,                0.67371,                0.58608,                0.63629,                0.28981,                 1.8542,                 1.4132,                 1.3384,               0.004951,               0.004951,               0.004951
                    156,                 1.8445,                 1.5683,                 1.3286,                0.67375,                0.58608,                 0.6366,                0.28951,                 1.8543,                 1.4122,                 1.3383,               0.004918,               0.004918,               0.004918
                    157,                 1.8337,                  1.556,                 1.3258,                0.67062,                0.58537,                0.63623,                0.28977,                 1.8561,                 1.4115,                  1.339,               0.004885,               0.004885,               0.004885
                    158,                 1.8372,                 1.5654,                 1.3254,                0.67368,                0.58055,                0.63621,                0.28923,                 1.8569,                 1.4112,                 1.3388,               0.004852,               0.004852,               0.004852
                    159,                 1.8414,                 1.5637,                 1.3286,                0.67735,                0.57963,                 0.6359,                0.28917,                 1.8579,                 1.4114,                 1.3392,               0.004819,               0.004819,               0.004819
                    160,                 1.8402,                 1.5635,                 1.3245,                0.67779,                0.57891,                0.63641,                0.28919,                 1.8586,                 1.4099,                 1.3396,               0.004786,               0.004786,               0.004786
                    161,                 1.8358,                 1.5622,                 1.3224,                 0.6797,                0.57747,                0.63625,                0.28994,                 1.8588,                 1.4101,                 1.3401,               0.004753,               0.004753,               0.004753
                    162,                 1.8409,                 1.5556,                 1.3245,                0.67468,                0.57819,                0.63698,                0.29008,                 1.8598,                 1.4096,                 1.3405,                0.00472,                0.00472,                0.00472
                    163,                 1.8424,                 1.5633,                 1.3247,                0.67285,                0.57983,                0.63775,                0.28996,                  1.861,                 1.4102,                 1.3409,               0.004687,               0.004687,               0.004687
                    164,                 1.8288,                 1.5502,                  1.321,                0.67415,                 0.5803,                0.63857,                0.29055,                  1.863,                 1.4094,                 1.3417,               0.004654,               0.004654,               0.004654
                    165,                 1.8285,                 1.5427,                 1.3193,                0.67428,                0.58106,                0.63909,                0.29065,                 1.8625,                 1.4067,                 1.3418,               0.004621,               0.004621,               0.004621
                    166,                 1.8331,                 1.5461,                 1.3172,                0.66826,                0.58235,                0.63982,                0.29116,                 1.8633,                 1.4057,                  1.342,               0.004588,               0.004588,               0.004588
                    167,                  1.819,                 1.5338,                 1.3165,                0.66888,                  0.584,                 0.6407,                  0.291,                 1.8657,                 1.4042,                 1.3432,               0.004555,               0.004555,               0.004555
                    168,                 1.8253,                 1.5415,                 1.3204,                0.67583,                 0.5825,                0.64122,                0.29072,                 1.8666,                 1.4046,                 1.3435,               0.004522,               0.004522,               0.004522
                    169,                 1.8239,                 1.5288,                 1.3153,                0.67457,                0.58393,                0.64053,                0.29154,                 1.8672,                 1.4043,                 1.3441,               0.004489,               0.004489,               0.004489
                    170,                 1.8256,                 1.5376,                 1.3215,                0.67418,                0.58633,                0.64125,                0.29168,                 1.8666,                 1.4035,                 1.3435,               0.004456,               0.004456,               0.004456
                    171,                 1.8271,                 1.5306,                 1.3186,                0.67279,                0.58409,                0.64167,                0.29161,                 1.8674,                 1.4049,                 1.3435,               0.004423,               0.004423,               0.004423
                    172,                 1.8267,                 1.5457,                 1.3118,                0.67172,                0.58715,                0.64182,                0.29174,                 1.8669,                 1.4038,                 1.3429,                0.00439,                0.00439,                0.00439
                    173,                 1.8245,                 1.5312,                 1.3121,                0.67335,                0.58608,                0.64328,                0.29267,                 1.8685,                 1.4041,                 1.3436,               0.004357,               0.004357,               0.004357
                    174,                 1.8241,                  1.529,                 1.3123,                0.67265,                0.58465,                0.64191,                0.29186,                 1.8683,                 1.4019,                 1.3437,               0.004324,               0.004324,               0.004324
                    175,                 1.8196,                 1.5294,                 1.3115,                0.67128,                0.58465,                0.64052,                0.29218,                 1.8689,                  1.402,                 1.3435,               0.004291,               0.004291,               0.004291
                    176,                 1.8109,                  1.522,                 1.3073,                0.67122,                0.58537,                0.64196,                0.29149,                 1.8699,                 1.4017,                 1.3442,               0.004258,               0.004258,               0.004258
                    177,                 1.8137,                 1.5212,                 1.3107,                0.67449,                0.58608,                0.64164,                0.29151,                 1.8705,                 1.4013,                 1.3442,               0.004225,               0.004225,               0.004225
                    178,                 1.8155,                 1.5213,                  1.312,                0.66422,                0.59613,                0.64158,                 0.2909,                 1.8704,                 1.4028,                 1.3442,               0.004192,               0.004192,               0.004192
                    179,                 1.8113,                 1.5214,                 1.3039,                 0.6629,                  0.599,                0.64271,                0.29085,                 1.8724,                 1.4027,                 1.3452,               0.004159,               0.004159,               0.004159
                    180,                 1.8125,                 1.5173,                 1.3077,                0.66345,                0.59961,                0.64266,                0.29128,                 1.8729,                 1.4033,                 1.3452,               0.004126,               0.004126,               0.004126
                    181,                  1.808,                 1.5092,                 1.3052,                0.65248,                0.60258,                0.64142,                0.29012,                 1.8725,                  1.402,                 1.3451,               0.004093,               0.004093,               0.004093
                    182,                  1.818,                 1.5204,                 1.3081,                0.65739,                  0.599,                0.64106,                0.28995,                  1.873,                 1.4016,                 1.3452,                0.00406,                0.00406,                0.00406
                    183,                  1.811,                 1.5072,                 1.3085,                0.65636,                0.60187,                  0.642,                0.29009,                 1.8727,                 1.4027,                 1.3449,               0.004027,               0.004027,               0.004027
                    184,                 1.8072,                  1.503,                 1.3036,                0.65831,                0.59983,                0.64296,                0.28921,                 1.8724,                 1.4016,                 1.3447,               0.003994,               0.003994,               0.003994
                    185,                 1.8109,                 1.5049,                 1.3053,                0.66523,                0.59397,                0.64309,                0.28904,                 1.8735,                 1.4017,                 1.3455,               0.003961,               0.003961,               0.003961
                    186,                 1.8025,                 1.5045,                 1.3011,                 0.6671,                0.59326,                 0.6433,                0.28895,                 1.8744,                  1.402,                  1.346,               0.003928,               0.003928,               0.003928
                    187,                 1.7974,                  1.505,                 1.3016,                0.65674,                0.59703,                0.64256,                0.28887,                 1.8758,                 1.4019,                 1.3463,               0.003895,               0.003895,               0.003895
                    188,                 1.8001,                 1.5021,                 1.3017,                 0.6635,                0.59613,                 0.6421,                0.28948,                 1.8753,                    1.4,                 1.3458,               0.003862,               0.003862,               0.003862
                    189,                 1.8012,                 1.4945,                 1.2971,                0.65316,                0.60657,                0.64335,                0.28993,                 1.8757,                 1.4002,                 1.3459,               0.003829,               0.003829,               0.003829
                    190,                 1.8035,                 1.5038,                 1.3009,                0.65175,                0.60413,                0.64423,                0.29023,                 1.8749,                 1.3997,                 1.3457,               0.003796,               0.003796,               0.003796
                    191,                 1.7971,                  1.499,                 1.2993,                0.65533,                0.60012,                0.64323,                0.28916,                 1.8764,                 1.4009,                 1.3466,               0.003763,               0.003763,               0.003763
                    192,                 1.8008,                 1.4913,                 1.2972,                0.65695,                  0.599,                0.64361,                0.28935,                 1.8768,                  1.402,                 1.3468,                0.00373,                0.00373,                0.00373
                    193,                 1.7985,                  1.491,                 1.2993,                0.66523,                0.59585,                0.64549,                   0.29,                 1.8774,                  1.402,                 1.3472,               0.003697,               0.003697,               0.003697
                    194,                 1.7979,                 1.4961,                 1.2964,                  0.669,                 0.5911,                 0.6451,                0.29045,                 1.8784,                 1.4032,                 1.3476,               0.003664,               0.003664,               0.003664
                    195,                 1.7914,                 1.4829,                 1.2928,                0.66689,                0.59326,                0.64568,                0.29045,                  1.878,                 1.4027,                 1.3476,               0.003631,               0.003631,               0.003631
                    196,                 1.7882,                 1.4855,                  1.297,                0.67994,                0.58106,                0.64736,                 0.2913,                  1.879,                 1.4037,                 1.3485,               0.003598,               0.003598,               0.003598
                    197,                  1.791,                 1.4867,                 1.2959,                0.67975,                0.57963,                0.64761,                0.29099,                 1.8798,                  1.403,                 1.3483,               0.003565,               0.003565,               0.003565
                    198,                 1.7878,                 1.4857,                 1.2905,                0.68237,                0.57636,                0.64692,                0.29129,                 1.8802,                  1.404,                 1.3481,               0.003532,               0.003532,               0.003532
                    199,                 1.7905,                 1.4845,                 1.2929,                0.68723,                0.57604,                0.64763,                0.29153,                 1.8805,                 1.4044,                 1.3486,               0.003499,               0.003499,               0.003499
                    200,                 1.7896,                 1.4816,                 1.2933,                0.68273,                0.57747,                0.64774,                0.29187,                 1.8813,                 1.4058,                  1.349,               0.003466,               0.003466,               0.003466
                    201,                 1.7874,                 1.4693,                 1.2878,                0.68234,                0.57747,                0.64661,                0.29162,                 1.8828,                  1.406,                 1.3497,               0.003433,               0.003433,               0.003433
                    202,                 1.7872,                 1.4697,                 1.2869,                0.68179,                0.57791,                0.64622,                0.29132,                 1.8837,                 1.4063,                 1.3502,                 0.0034,                 0.0034,                 0.0034
                    203,                  1.786,                 1.4721,                 1.2908,                0.67653,                0.58514,                0.64792,                0.29198,                 1.8848,                 1.4046,                  1.351,               0.003367,               0.003367,               0.003367
                    204,                 1.7822,                 1.4691,                 1.2853,                0.70301,                0.57245,                0.64819,                0.29207,                  1.886,                 1.4059,                 1.3516,               0.003334,               0.003334,               0.003334
                    205,                 1.7743,                 1.4619,                  1.286,                0.70394,                0.57139,                0.64855,                0.29203,                 1.8883,                 1.4048,                 1.3521,               0.003301,               0.003301,               0.003301
                    206,                 1.7756,                 1.4613,                  1.288,                0.70449,                0.57102,                0.64795,                0.29257,                 1.8885,                 1.4039,                 1.3531,               0.003268,               0.003268,               0.003268
                    207,                 1.7771,                 1.4681,                 1.2854,                0.70136,                0.56958,                0.64672,                0.29135,                 1.8887,                 1.4032,                 1.3532,               0.003235,               0.003235,               0.003235
                    208,                 1.7693,                 1.4543,                 1.2803,                 0.6911,                0.57532,                0.64694,                0.29132,                 1.8889,                 1.4024,                  1.353,               0.003202,               0.003202,               0.003202
                    209,                 1.7725,                 1.4499,                 1.2832,                0.69093,                0.57676,                0.64781,                0.29221,                 1.8893,                 1.4011,                 1.3537,               0.003169,               0.003169,               0.003169
                    210,                 1.7739,                 1.4566,                 1.2825,                0.69335,                0.57819,                0.64821,                0.29202,                   1.89,                 1.3999,                 1.3543,               0.003136,               0.003136,               0.003136
                    211,                 1.7758,                 1.4545,                 1.2811,                0.69053,                0.57747,                0.64774,                0.29205,                   1.89,                 1.4003,                 1.3542,               0.003103,               0.003103,               0.003103
                    212,                   1.77,                 1.4555,                  1.283,                0.68607,                0.58106,                0.64758,                0.29123,                 1.8905,                 1.4011,                 1.3548,                0.00307,                0.00307,                0.00307
                    213,                 1.7619,                 1.4348,                 1.2799,                0.68272,                0.58608,                0.65004,                0.29128,                 1.8912,                 1.3997,                 1.3552,               0.003037,               0.003037,               0.003037
                    214,                 1.7659,                 1.4477,                 1.2786,                0.68275,                0.58665,                 0.6497,                0.29126,                 1.8926,                 1.3998,                 1.3556,               0.003004,               0.003004,               0.003004
                    215,                 1.7589,                 1.4394,                 1.2751,                0.68269,                0.58648,                0.64915,                0.29111,                 1.8931,                 1.3995,                 1.3555,               0.002971,               0.002971,               0.002971
                    216,                 1.7629,                  1.442,                 1.2749,                0.68527,                 0.5873,                0.65039,                0.29112,                 1.8936,                 1.4004,                 1.3557,               0.002938,               0.002938,               0.002938
                    217,                 1.7572,                 1.4383,                 1.2744,                0.69012,                0.58152,                0.65068,                0.29139,                 1.8944,                 1.4009,                  1.356,               0.002905,               0.002905,               0.002905
                    218,                 1.7524,                 1.4339,                 1.2739,                 0.6887,                0.58321,                0.65137,                0.29125,                 1.8945,                 1.4006,                 1.3553,               0.002872,               0.002872,               0.002872
                    219,                 1.7637,                 1.4374,                 1.2739,                0.68641,                0.58465,                0.65197,                0.29133,                 1.8954,                  1.399,                 1.3555,               0.002839,               0.002839,               0.002839
                    220,                 1.7529,                 1.4233,                 1.2727,                0.68442,                0.58497,                 0.6502,                0.29154,                 1.8955,                 1.3987,                 1.3552,               0.002806,               0.002806,               0.002806
                    221,                 1.7506,                  1.422,                 1.2693,                0.68494,                0.58465,                0.64999,                0.29193,                 1.8957,                 1.3992,                 1.3552,               0.002773,               0.002773,               0.002773
                    222,                 1.7572,                 1.4303,                  1.272,                0.66819,                0.59756,                0.65086,                0.29164,                 1.8961,                 1.3987,                 1.3558,                0.00274,                0.00274,                0.00274
                    223,                 1.7457,                 1.4228,                 1.2688,                0.67271,                0.59684,                0.65356,                0.29246,                 1.8975,                  1.398,                 1.3561,               0.002707,               0.002707,               0.002707
                    224,                 1.7497,                 1.4209,                   1.27,                0.67891,                0.59155,                0.65431,                 0.2923,                 1.8986,                 1.3996,                 1.3566,               0.002674,               0.002674,               0.002674
                    225,                 1.7518,                 1.4267,                 1.2679,                0.66511,                 0.6033,                0.65388,                0.29236,                 1.8998,                 1.3997,                 1.3568,               0.002641,               0.002641,               0.002641
                    226,                 1.7429,                 1.4157,                 1.2692,                0.67518,                0.59613,                0.65474,                0.29222,                 1.8994,                  1.399,                 1.3569,               0.002608,               0.002608,               0.002608
                    227,                   1.74,                 1.4088,                  1.261,                0.67681,                0.60115,                0.65495,                0.29194,                 1.9009,                 1.3991,                 1.3569,               0.002575,               0.002575,               0.002575
                    228,                 1.7376,                 1.4077,                 1.2658,                 0.6777,                0.59582,                0.65353,                0.29253,                 1.9025,                 1.3992,                 1.3571,               0.002542,               0.002542,               0.002542
                    229,                 1.7479,                 1.4132,                 1.2671,                0.67867,                0.59326,                0.65484,                0.29231,                 1.9014,                  1.399,                 1.3572,               0.002509,               0.002509,               0.002509
                    230,                 1.7452,                 1.4139,                 1.2634,                0.68041,                0.59684,                0.65504,                0.29238,                 1.9034,                 1.3975,                 1.3577,               0.002476,               0.002476,               0.002476
                    231,                 1.7276,                 1.3996,                 1.2588,                0.67959,                0.59613,                0.65537,                0.29189,                 1.9046,                  1.396,                 1.3581,               0.002443,               0.002443,               0.002443
                    232,                 1.7345,                  1.392,                 1.2589,                0.67399,                0.59915,                0.65669,                0.29214,                  1.906,                 1.3974,                 1.3586,                0.00241,                0.00241,                0.00241
                    233,                 1.7304,                 1.3918,                 1.2549,                0.67185,                0.59923,                0.65532,                0.29143,                 1.9066,                  1.397,                 1.3589,               0.002377,               0.002377,               0.002377
                    234,                 1.7266,                 1.3905,                 1.2581,                0.66908,                0.60047,                0.65444,                0.29141,                 1.9076,                 1.3978,                  1.359,               0.002344,               0.002344,               0.002344
                    235,                 1.7219,                 1.3902,                 1.2566,                0.67642,                0.59971,                0.65537,                0.29151,                 1.9089,                 1.3983,                 1.3596,               0.002311,               0.002311,               0.002311
                    236,                 1.7308,                 1.3942,                 1.2566,                0.66817,                0.60187,                0.65549,                0.29139,                 1.9117,                 1.3999,                 1.3608,               0.002278,               0.002278,               0.002278
                    237,                 1.7246,                 1.3877,                 1.2533,                0.66801,                0.60473,                0.65607,                0.29137,                 1.9123,                 1.3996,                 1.3615,               0.002245,               0.002245,               0.002245
                    238,                 1.7223,                 1.3811,                 1.2509,                0.66724,                0.61276,                0.65582,                0.29094,                 1.9138,                 1.3999,                  1.362,               0.002212,               0.002212,               0.002212
                    239,                 1.7173,                 1.3774,                 1.2514,                0.66956,                0.60832,                0.65509,                0.29129,                 1.9148,                 1.3991,                 1.3629,               0.002179,               0.002179,               0.002179
                    240,                 1.7117,                 1.3704,                 1.2487,                0.67563,                0.60516,                 0.6558,                0.29185,                 1.9168,                 1.4004,                 1.3641,               0.002146,               0.002146,               0.002146
                    241,                 1.7176,                 1.3738,                 1.2501,                0.67512,                0.60473,                 0.6552,                0.29169,                 1.9171,                 1.3994,                 1.3637,               0.002113,               0.002113,               0.002113
                    242,                 1.7117,                 1.3665,                 1.2505,                0.67276,                0.60258,                0.65331,                0.29173,                 1.9184,                 1.3983,                 1.3646,                0.00208,                0.00208,                0.00208
                    243,                 1.7121,                 1.3692,                 1.2482,                0.67628,                0.59645,                0.65227,                0.29109,                   1.92,                  1.401,                 1.3664,               0.002047,               0.002047,               0.002047
                    244,                 1.7155,                 1.3682,                 1.2472,                0.67279,                0.59971,                0.65328,                0.29147,                 1.9214,                 1.4013,                 1.3669,               0.002014,               0.002014,               0.002014
                    245,                 1.7056,                 1.3583,                 1.2427,                0.67244,                0.59643,                0.65246,                0.29154,                 1.9222,                 1.3997,                 1.3671,               0.001981,               0.001981,               0.001981
                    246,                 1.7013,                 1.3602,                 1.2486,                0.67234,                0.59756,                0.65167,                0.29157,                 1.9231,                 1.3998,                 1.3672,               0.001948,               0.001948,               0.001948
                    247,                 1.6992,                 1.3556,                   1.24,                0.67422,                0.59971,                0.65194,                 0.2917,                 1.9241,                 1.3995,                 1.3678,               0.001915,               0.001915,               0.001915
                    248,                 1.6969,                 1.3467,                  1.238,                0.67349,                0.59483,                0.65095,                0.29132,                 1.9257,                 1.3996,                 1.3685,               0.001882,               0.001882,               0.001882
                    249,                 1.6972,                 1.3496,                 1.2393,                0.67353,                0.59643,                0.65056,                0.29121,                 1.9275,                 1.3996,                 1.3692,               0.001849,               0.001849,               0.001849
                    250,                 1.6769,                 1.3382,                 1.2343,                0.67602,                0.59574,                0.65037,                0.29128,                 1.9283,                 1.3985,                   1.37,               0.001816,               0.001816,               0.001816
                    251,                  1.698,                 1.3501,                 1.2368,                0.68367,                0.59039,                0.64955,                0.29017,                 1.9309,                 1.4007,                 1.3714,               0.001783,               0.001783,               0.001783
                    252,                 1.7055,                 1.3516,                 1.2397,                0.69047,                0.58608,                0.65082,                0.29025,                 1.9323,                 1.4007,                 1.3721,                0.00175,                0.00175,                0.00175
                    253,                 1.6888,                 1.3406,                  1.236,                0.69812,                0.58178,                0.65145,                0.29062,                 1.9339,                 1.4008,                 1.3732,               0.001717,               0.001717,               0.001717
                    254,                 1.6914,                 1.3422,                 1.2374,                0.69462,                0.58253,                 0.6504,                0.28977,                 1.9352,                 1.4025,                 1.3741,               0.001684,               0.001684,               0.001684
                    255,                 1.6798,                  1.336,                 1.2343,                0.69337,                0.58537,                0.64988,                0.28974,                 1.9376,                  1.403,                 1.3754,               0.001651,               0.001651,               0.001651
                    256,                 1.6829,                 1.3372,                 1.2339,                0.69396,                0.58396,                0.65007,                0.28921,                 1.9403,                 1.4025,                 1.3769,               0.001618,               0.001618,               0.001618
                    257,                 1.6915,                 1.3405,                 1.2341,                 0.6981,                0.58106,                 0.6504,                0.28934,                 1.9419,                 1.4029,                 1.3781,               0.001585,               0.001585,               0.001585
                    258,                  1.672,                 1.3161,                 1.2268,                0.69866,                0.58213,                0.65089,                0.28884,                 1.9432,                 1.4039,                 1.3789,               0.001552,               0.001552,               0.001552
                    259,                 1.6731,                 1.3236,                 1.2279,                0.69935,                 0.5807,                0.65009,                0.28933,                 1.9442,                 1.4042,                 1.3794,               0.001519,               0.001519,               0.001519
                    260,                 1.6701,                  1.324,                 1.2256,                0.70045,                0.58543,                0.65194,                 0.2892,                  1.944,                 1.4049,                 1.3799,               0.001486,               0.001486,               0.001486
                    261,                 1.6709,                 1.3151,                 1.2239,                 0.7005,                0.58724,                0.65303,                0.28969,                 1.9454,                 1.4052,                 1.3802,               0.001453,               0.001453,               0.001453
                    262,                 1.6611,                  1.312,                 1.2226,                0.69216,                0.59182,                0.65259,                0.29007,                 1.9476,                 1.4056,                 1.3817,                0.00142,                0.00142,                0.00142
                    263,                 1.6622,                 1.3118,                  1.225,                0.69814,                0.58895,                0.65287,                0.28993,                 1.9491,                 1.4074,                 1.3826,               0.001387,               0.001387,               0.001387
                    264,                 1.6621,                 1.3096,                  1.224,                0.70208,                0.58034,                0.65208,                0.28949,                 1.9511,                  1.407,                 1.3836,               0.001354,               0.001354,               0.001354
                    265,                  1.657,                 1.3021,                 1.2207,                0.70591,                 0.5825,                 0.6525,                 0.2891,                 1.9524,                 1.4085,                 1.3842,               0.001321,               0.001321,               0.001321
                    266,                 1.6584,                 1.3002,                 1.2231,                0.70523,                0.58354,                0.65282,                0.28889,                 1.9538,                 1.4081,                 1.3847,               0.001288,               0.001288,               0.001288
                    267,                 1.6539,                  1.301,                 1.2197,                0.70547,                0.58393,                0.65269,                0.28879,                 1.9531,                 1.4088,                 1.3845,               0.001255,               0.001255,               0.001255
                    268,                 1.6501,                 1.2947,                 1.2205,                0.70586,                0.58321,                0.65144,                0.28812,                  1.956,                   1.41,                 1.3863,               0.001222,               0.001222,               0.001222
                    269,                 1.6615,                 1.2997,                 1.2182,                0.70668,                0.58321,                0.65152,                0.28747,                 1.9574,                  1.412,                 1.3875,               0.001189,               0.001189,               0.001189
                    270,                 1.6503,                 1.2927,                 1.2136,                0.70706,                0.58523,                0.65108,                0.28804,                 1.9595,                 1.4125,                 1.3882,               0.001156,               0.001156,               0.001156
                    271,                 1.6466,                 1.2855,                 1.2159,                0.70792,                0.58465,                0.65085,                0.28748,                 1.9623,                 1.4123,                 1.3897,               0.001123,               0.001123,               0.001123
                    272,                 1.6401,                   1.28,                 1.2118,                0.70859,                0.58178,                0.65074,                 0.2873,                 1.9637,                 1.4136,                 1.3908,                0.00109,                0.00109,                0.00109
                    273,                 1.6407,                 1.2797,                 1.2114,                0.70455,                0.58034,                0.65008,                0.28665,                 1.9649,                 1.4141,                  1.391,               0.001057,               0.001057,               0.001057
                    274,                 1.6441,                 1.2849,                 1.2136,                0.70662,                0.58053,                0.65035,                 0.2868,                 1.9659,                 1.4147,                 1.3924,               0.001024,               0.001024,               0.001024
                    275,                 1.6427,                 1.2799,                 1.2104,                0.70637,                0.57985,                0.65009,                0.28668,                 1.9671,                 1.4173,                 1.3929,               0.000991,               0.000991,               0.000991
                    276,                 1.6374,                 1.2736,                 1.2071,                0.70742,                0.58278,                0.64999,                0.28626,                 1.9699,                 1.4176,                 1.3942,               0.000958,               0.000958,               0.000958
                    277,                 1.6351,                 1.2684,                  1.207,                0.70515,                0.58465,                0.65084,                0.28613,                 1.9703,                 1.4183,                 1.3943,               0.000925,               0.000925,               0.000925
                    278,                 1.6334,                 1.2735,                 1.2084,                0.70542,                0.58577,                0.65172,                0.28583,                 1.9719,                 1.4178,                 1.3949,               0.000892,               0.000892,               0.000892
                    279,                 1.6286,                 1.2647,                 1.2027,                0.70355,                0.58565,                0.65042,                0.28567,                 1.9735,                 1.4183,                 1.3957,               0.000859,               0.000859,               0.000859
                    280,                 1.6224,                 1.2611,                 1.2042,                0.68137,                0.60545,                 0.6505,                0.28565,                 1.9744,                 1.4196,                 1.3962,               0.000826,               0.000826,               0.000826
