                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     31,                 2.0519,                 1.9849,                 1.4939,                0.55925,                0.54341,                0.52936,                0.22722,                 1.8399,                  1.699,                  1.387,               0.008086,               0.008086,               0.008086
                     32,                  2.044,                 1.9765,                  1.496,                0.57944,                0.52798,                 0.5291,                0.22124,                 1.8409,                 1.6981,                 1.3921,                0.00802,                0.00802,                0.00802
                     33,                 2.0392,                 1.9651,                  1.493,                0.59588,                 0.5257,                0.53763,                0.22773,                 1.8406,                  1.676,                 1.3865,               0.007954,               0.007954,               0.007954
                     34,                  2.039,                 1.9614,                 1.4874,                0.59824,                0.52654,                0.54002,                0.23341,                 1.8373,                 1.6519,                 1.3941,               0.007888,               0.007888,               0.007888
                     35,                 2.0349,                 1.9563,                 1.4834,                0.58874,                0.53085,                0.53128,                0.22996,                 1.8313,                 1.6601,                 1.3933,               0.007822,               0.007822,               0.007822
                     36,                 2.0271,                 1.9413,                 1.4833,                0.60085,                0.53129,                0.54385,                0.23241,                 1.8279,                 1.6559,                 1.3928,               0.007756,               0.007756,               0.007756
                     37,                 2.0361,                 1.9467,                 1.4841,                0.57825,                0.54981,                0.54018,                0.23044,                 1.8289,                 1.6441,                 1.3833,                0.00769,                0.00769,                0.00769
                     38,                  2.022,                 1.9419,                 1.4785,                0.58348,                0.54878,                0.55237,                0.23569,                 1.8269,                   1.63,                  1.386,               0.007624,               0.007624,               0.007624
                     39,                 2.0274,                  1.921,                  1.474,                0.59899,                0.54756,                0.55694,                0.23814,                 1.8303,                 1.6176,                 1.3919,               0.007558,               0.007558,               0.007558
                     40,                 2.0109,                 1.9264,                 1.4748,                0.59917,                0.55237,                0.55409,                0.23737,                  1.832,                 1.6195,                 1.3932,               0.007492,               0.007492,               0.007492
                     41,                   2.02,                 1.9294,                 1.4759,                0.60715,                 0.5495,                0.55126,                0.23402,                 1.8477,                 1.6286,                 1.3994,               0.007426,               0.007426,               0.007426
                     42,                 2.0034,                  1.915,                 1.4666,                0.61995,                0.54998,                0.56128,                0.23886,                 1.8479,                 1.6263,                 1.3983,                0.00736,                0.00736,                0.00736
                     43,                 2.0137,                 1.9066,                 1.4643,                0.62298,                0.54663,                0.56711,                0.24172,                 1.8391,                  1.614,                 1.3909,               0.007294,               0.007294,               0.007294
                     44,                 1.9995,                 1.8967,                 1.4666,                0.60228,                0.55739,                0.56671,                0.24444,                 1.8343,                 1.6042,                 1.3871,               0.007228,               0.007228,               0.007228
                     45,                 2.0017,                 1.8988,                 1.4598,                0.60085,                0.56026,                0.56744,                0.24629,                 1.8342,                 1.5994,                 1.3873,               0.007162,               0.007162,               0.007162
                     46,                 1.9982,                 1.8875,                 1.4613,                0.60109,                0.55451,                0.56836,                0.24813,                 1.8327,                 1.5887,                  1.383,               0.007096,               0.007096,               0.007096
                     47,                 1.9989,                 1.8781,                 1.4558,                0.61091,                0.54663,                0.56696,                0.24838,                 1.8269,                 1.5844,                 1.3815,                0.00703,                0.00703,                0.00703
                     48,                 1.9939,                 1.8942,                 1.4528,                0.62206,                0.54663,                0.57157,                0.24995,                 1.8275,                 1.5789,                 1.3793,               0.006964,               0.006964,               0.006964
                     49,                 1.9939,                 1.8786,                 1.4522,                0.62559,                0.54232,                0.57296,                0.24985,                 1.8263,                 1.5828,                 1.3789,               0.006898,               0.006898,               0.006898
                     50,                 1.9929,                 1.8659,                 1.4514,                0.62727,                0.54663,                0.57228,                0.24924,                 1.8269,                 1.5798,                 1.3773,               0.006832,               0.006832,               0.006832
                     51,                 1.9845,                 1.8673,                 1.4464,                0.62221,                 0.5495,                0.57159,                0.24814,                 1.8268,                 1.5762,                 1.3763,               0.006766,               0.006766,               0.006766
                     52,                  1.988,                 1.8626,                 1.4455,                0.63421,                0.54478,                 0.5721,                0.24889,                 1.8262,                 1.5742,                 1.3754,                 0.0067,                 0.0067,                 0.0067
                     53,                 1.9786,                 1.8483,                 1.4429,                0.63079,                0.54735,                0.57002,                0.24874,                 1.8268,                 1.5742,                 1.3732,               0.006634,               0.006634,               0.006634
                     54,                 1.9803,                 1.8538,                 1.4417,                0.62668,                0.54304,                0.56883,                 0.2479,                 1.8278,                 1.5701,                 1.3721,               0.006568,               0.006568,               0.006568
                     55,                 1.9879,                  1.856,                 1.4408,                0.63192,                0.54089,                0.56943,                0.24806,                 1.8286,                 1.5685,                 1.3726,               0.006502,               0.006502,               0.006502
                     56,                 1.9791,                 1.8532,                 1.4423,                0.62792,                0.54017,                0.56972,                0.24877,                 1.8299,                 1.5666,                 1.3718,               0.006436,               0.006436,               0.006436
                     57,                   1.98,                 1.8451,                 1.4436,                0.63452,                0.53553,                0.57047,                0.24921,                 1.8278,                 1.5645,                 1.3697,                0.00637,                0.00637,                0.00637
                     58,                 1.9772,                 1.8396,                 1.4401,                0.64039,                0.53653,                  0.573,                0.24999,                 1.8272,                 1.5634,                 1.3695,               0.006304,               0.006304,               0.006304
                     59,                 1.9665,                 1.8327,                 1.4406,                0.63818,                0.54017,                0.57703,                0.25169,                 1.8272,                 1.5597,                 1.3701,               0.006238,               0.006238,               0.006238
                     60,                 1.9706,                 1.8317,                  1.434,                0.64055,                0.54074,                0.57817,                0.25217,                 1.8268,                 1.5561,                 1.3685,               0.006172,               0.006172,               0.006172
                     61,                 1.9684,                 1.8142,                   1.43,                0.64605,                0.53945,                0.57823,                0.25217,                  1.826,                 1.5554,                 1.3677,               0.006106,               0.006106,               0.006106
                     62,                 1.9639,                 1.8099,                 1.4294,                 0.6456,                0.54232,                0.57916,                0.25277,                 1.8254,                 1.5536,                 1.3682,                0.00604,                0.00604,                0.00604
                     63,                 1.9552,                 1.8088,                 1.4268,                0.64693,                0.53892,                0.58012,                0.25317,                 1.8257,                 1.5522,                 1.3681,               0.005974,               0.005974,               0.005974
                     64,                 1.9627,                 1.8171,                 1.4265,                0.63917,                0.54376,                0.58074,                0.25327,                 1.8257,                 1.5525,                 1.3674,               0.005908,               0.005908,               0.005908
                     65,                 1.9568,                 1.8001,                 1.4237,                0.64277,                0.54519,                0.58083,                0.25304,                 1.8263,                 1.5512,                 1.3672,               0.005842,               0.005842,               0.005842
                     66,                 1.9536,                 1.8018,                 1.4234,                0.63992,                0.54565,                0.58117,                 0.2535,                 1.8273,                 1.5521,                 1.3669,               0.005776,               0.005776,               0.005776
                     67,                 1.9477,                 1.8002,                 1.4267,                0.64134,                0.54519,                0.58189,                0.25462,                 1.8281,                 1.5507,                 1.3669,                0.00571,                0.00571,                0.00571
                     68,                 1.9443,                 1.7888,                 1.4215,                0.64573,                0.54394,                0.58217,                0.25497,                 1.8278,                 1.5486,                 1.3671,               0.005644,               0.005644,               0.005644
                     69,                 1.9418,                 1.7806,                 1.4159,                0.64298,                0.54779,                0.58344,                0.25612,                 1.8273,                 1.5466,                 1.3668,               0.005578,               0.005578,               0.005578
                     70,                 1.9489,                 1.7865,                  1.425,                0.65036,                0.54448,                0.58437,                0.25705,                  1.828,                 1.5428,                  1.368,               0.005512,               0.005512,               0.005512
                     71,                 1.9408,                 1.7853,                   1.42,                0.64662,                 0.5495,                0.58479,                0.25726,                 1.8279,                 1.5392,                 1.3672,               0.005446,               0.005446,               0.005446
                     72,                 1.9412,                  1.781,                 1.4173,                0.64776,                0.55093,                0.58572,                0.25814,                 1.8282,                 1.5368,                 1.3673,                0.00538,                0.00538,                0.00538
                     73,                 1.9322,                 1.7768,                   1.41,                0.64882,                0.54738,                0.58668,                0.25849,                 1.8268,                 1.5361,                 1.3665,               0.005314,               0.005314,               0.005314
                     74,                 1.9336,                 1.7623,                 1.4069,                0.64599,                0.55524,                0.58765,                 0.2598,                 1.8267,                 1.5348,                 1.3664,               0.005248,               0.005248,               0.005248
                     75,                 1.9403,                 1.7628,                 1.4096,                0.64323,                0.55614,                0.58824,                0.26069,                 1.8263,                 1.5325,                 1.3663,               0.005182,               0.005182,               0.005182
                     76,                 1.9316,                 1.7529,                  1.403,                0.64423,                0.55308,                0.58894,                0.26046,                 1.8259,                 1.5313,                 1.3658,               0.005116,               0.005116,               0.005116
                     77,                 1.9281,                 1.7538,                 1.4099,                0.64487,                0.55237,                0.58749,                0.26072,                  1.825,                 1.5293,                 1.3655,                0.00505,                0.00505,                0.00505
                     78,                 1.9185,                 1.7542,                 1.4025,                0.64372,                0.55214,                0.58864,                0.26131,                 1.8254,                 1.5266,                 1.3656,               0.004984,               0.004984,               0.004984
                     79,                 1.9248,                 1.7512,                 1.4043,                0.64403,                0.55093,                  0.589,                0.26245,                 1.8253,                 1.5255,                 1.3654,               0.004918,               0.004918,               0.004918
                     80,                 1.9146,                 1.7344,                 1.3968,                0.65177,                0.54781,                0.58969,                 0.2626,                 1.8268,                 1.5245,                  1.366,               0.004852,               0.004852,               0.004852
                     81,                 1.9169,                 1.7362,                 1.3993,                0.65142,                 0.5495,                0.59091,                 0.2625,                 1.8272,                  1.524,                 1.3653,               0.004786,               0.004786,               0.004786
                     82,                 1.9282,                 1.7363,                 1.3982,                 0.6519,                0.54878,                0.59054,                0.26233,                 1.8262,                 1.5228,                 1.3648,                0.00472,                0.00472,                0.00472
                     83,                 1.9211,                 1.7378,                 1.3924,                0.65205,                0.55237,                0.59141,                0.26389,                 1.8257,                 1.5226,                 1.3639,               0.004654,               0.004654,               0.004654
                     84,                 1.9154,                  1.739,                 1.4005,                0.65048,                0.55272,                0.59224,                0.26379,                 1.8272,                 1.5207,                 1.3643,               0.004588,               0.004588,               0.004588
                     85,                 1.9072,                 1.7172,                 1.3904,                0.64544,                0.55631,                0.59305,                0.26458,                 1.8274,                 1.5188,                 1.3635,               0.004522,               0.004522,               0.004522
                     86,                 1.9211,                 1.7248,                 1.3955,                0.64597,                0.55524,                 0.5938,                0.26514,                  1.828,                  1.518,                 1.3631,               0.004456,               0.004456,               0.004456
                     87,                 1.9169,                 1.7206,                 1.3924,                0.64633,                0.55237,                0.59467,                0.26502,                 1.8284,                 1.5161,                 1.3623,                0.00439,                0.00439,                0.00439
                     88,                 1.9017,                  1.712,                  1.387,                0.64347,                0.55237,                0.59425,                0.26477,                 1.8283,                  1.514,                 1.3621,               0.004324,               0.004324,               0.004324
                     89,                 1.9065,                 1.7133,                 1.3915,                0.64543,                0.55452,                0.59526,                0.26462,                 1.8292,                 1.5103,                  1.362,               0.004258,               0.004258,               0.004258
                     90,                 1.9015,                 1.7027,                 1.3772,                0.65632,                0.55071,                0.59629,                0.26645,                 1.8278,                  1.507,                 1.3613,               0.004192,               0.004192,               0.004192
                     91,                 1.8963,                 1.7036,                  1.381,                0.65685,                0.55022,                0.59647,                0.26649,                 1.8282,                 1.5052,                 1.3605,               0.004126,               0.004126,               0.004126
                     92,                  1.889,                   1.69,                 1.3762,                0.65204,                0.55739,                0.59679,                0.26713,                 1.8275,                 1.5038,                 1.3601,                0.00406,                0.00406,                0.00406
                     93,                 1.8899,                 1.6877,                 1.3762,                 0.6532,                0.55803,                0.59774,                0.26779,                 1.8273,                 1.5016,                 1.3597,               0.003994,               0.003994,               0.003994
                     94,                 1.8886,                 1.6781,                 1.3726,                0.65216,                0.55667,                0.60013,                0.26785,                 1.8283,                 1.5002,                 1.3597,               0.003928,               0.003928,               0.003928
                     95,                 1.8833,                 1.6696,                 1.3738,                0.65073,                0.56026,                 0.5993,                0.26942,                 1.8291,                 1.4984,                  1.359,               0.003862,               0.003862,               0.003862
                     96,                 1.8861,                 1.6723,                 1.3714,                0.64124,                0.56417,                0.59882,                0.26974,                 1.8304,                 1.4959,                 1.3589,               0.003796,               0.003796,               0.003796
                     97,                 1.8718,                 1.6543,                 1.3698,                0.64557,                0.56316,                 0.6002,                0.26956,                 1.8305,                 1.4939,                 1.3587,                0.00373,                0.00373,                0.00373
                     98,                 1.8826,                 1.6659,                 1.3694,                0.63692,                0.56755,                0.60064,                0.27007,                   1.83,                 1.4917,                 1.3581,               0.003664,               0.003664,               0.003664
                     99,                 1.8723,                 1.6581,                 1.3659,                0.64247,                0.56589,                0.60073,                0.26997,                 1.8306,                  1.491,                 1.3583,               0.003598,               0.003598,               0.003598
                    100,                 1.8712,                 1.6588,                 1.3659,                0.64439,                0.56528,                0.60127,                0.27022,                 1.8299,                 1.4903,                 1.3574,               0.003532,               0.003532,               0.003532
                    101,                 1.8722,                 1.6546,                 1.3652,                0.64174,                 0.5654,                0.60141,                0.27002,                 1.8303,                 1.4905,                 1.3571,               0.003466,               0.003466,               0.003466
                    102,                 1.8676,                 1.6483,                 1.3672,                0.64482,                0.56815,                 0.6015,                0.27038,                 1.8304,                 1.4894,                 1.3569,                 0.0034,                 0.0034,                 0.0034
                    103,                 1.8682,                 1.6473,                 1.3609,                0.65776,                0.56456,                0.60161,                0.27081,                 1.8313,                 1.4882,                 1.3564,               0.003334,               0.003334,               0.003334
                    104,                 1.8627,                 1.6393,                 1.3563,                0.65629,                0.56528,                0.60231,                0.27134,                 1.8312,                 1.4866,                  1.356,               0.003268,               0.003268,               0.003268
                    105,                 1.8596,                 1.6352,                 1.3546,                0.65111,                0.56743,                0.60321,                0.27159,                 1.8311,                 1.4857,                 1.3551,               0.003202,               0.003202,               0.003202
                    106,                 1.8586,                 1.6258,                 1.3524,                0.64662,                0.57102,                0.60509,                0.27227,                 1.8308,                 1.4828,                 1.3544,               0.003136,               0.003136,               0.003136
                    107,                 1.8486,                 1.6181,                 1.3522,                0.64492,                0.56958,                0.60324,                0.27207,                 1.8308,                 1.4812,                 1.3546,                0.00307,                0.00307,                0.00307
                    108,                 1.8496,                 1.6206,                 1.3528,                0.64844,                0.57102,                0.60297,                0.27229,                 1.8308,                 1.4787,                 1.3544,               0.003004,               0.003004,               0.003004
                    109,                 1.8539,                 1.6139,                 1.3479,                 0.6454,                 0.5703,                0.60383,                0.27215,                 1.8317,                 1.4777,                 1.3547,               0.002938,               0.002938,               0.002938
                    110,                 1.8511,                 1.6163,                 1.3491,                0.64217,                0.57317,                0.60433,                  0.273,                 1.8329,                 1.4761,                 1.3548,               0.002872,               0.002872,               0.002872
                    111,                 1.8434,                 1.5958,                 1.3417,                0.64747,                0.57102,                0.60525,                0.27353,                 1.8334,                 1.4746,                 1.3543,               0.002806,               0.002806,               0.002806
                    112,                 1.8488,                 1.6088,                 1.3478,                0.64853,                0.57174,                0.60622,                0.27468,                 1.8339,                 1.4726,                 1.3544,                0.00274,                0.00274,                0.00274
                    113,                 1.8391,                 1.6048,                 1.3429,                0.64371,                0.57245,                0.60574,                0.27478,                 1.8341,                 1.4706,                 1.3543,               0.002674,               0.002674,               0.002674
                    114,                 1.8432,                 1.6075,                 1.3433,                0.63866,                0.57461,                0.60628,                0.27528,                 1.8342,                 1.4694,                 1.3543,               0.002608,               0.002608,               0.002608
                    115,                 1.8287,                 1.5888,                 1.3381,                0.64181,                0.57317,                0.60771,                0.27588,                 1.8338,                 1.4678,                 1.3535,               0.002542,               0.002542,               0.002542
                    116,                 1.8285,                 1.5881,                 1.3396,                 0.6391,                0.57419,                0.60869,                0.27623,                 1.8342,                 1.4666,                 1.3537,               0.002476,               0.002476,               0.002476
                    117,                  1.828,                 1.5744,                 1.3362,                 0.6466,                0.56743,                0.60799,                 0.2758,                 1.8349,                 1.4664,                 1.3536,                0.00241,                0.00241,                0.00241
                    118,                 1.8297,                  1.579,                 1.3361,                0.64224,                0.57102,                0.60843,                0.27638,                 1.8358,                 1.4657,                 1.3533,               0.002344,               0.002344,               0.002344
                    119,                 1.8224,                 1.5664,                 1.3331,                0.64182,                0.57331,                0.60809,                0.27657,                 1.8364,                 1.4646,                 1.3532,               0.002278,               0.002278,               0.002278
                    120,                 1.8314,                 1.5859,                 1.3326,                0.64221,                0.57556,                0.60961,                0.27655,                 1.8377,                 1.4626,                 1.3533,               0.002212,               0.002212,               0.002212
                    121,                 1.8087,                 1.5479,                  1.327,                0.64471,                0.57797,                0.61365,                0.27662,                 1.8385,                 1.4615,                 1.3532,               0.002146,               0.002146,               0.002146
                    122,                 1.8039,                 1.5545,                 1.3264,                0.64524,                0.57891,                0.61361,                0.27641,                 1.8384,                 1.4603,                 1.3534,                0.00208,                0.00208,                0.00208
                    123,                 1.8088,                 1.5491,                 1.3243,                0.64539,                0.57969,                0.61606,                0.27737,                 1.8389,                  1.459,                 1.3535,               0.002014,               0.002014,               0.002014
                    124,                  1.804,                 1.5487,                 1.3219,                0.64593,                0.58034,                0.61378,                0.27678,                 1.8392,                 1.4588,                 1.3527,               0.001948,               0.001948,               0.001948
                    125,                 1.8124,                 1.5441,                 1.3246,                 0.6449,                0.58034,                0.61643,                0.27764,                 1.8395,                 1.4573,                  1.352,               0.001882,               0.001882,               0.001882
                    126,                 1.8041,                 1.5448,                 1.3226,                0.64399,                0.58263,                0.61764,                0.27778,                 1.8388,                  1.456,                 1.3522,               0.001816,               0.001816,               0.001816
                    127,                 1.7953,                 1.5388,                 1.3213,                0.64939,                0.58034,                0.61734,                0.27834,                 1.8381,                 1.4549,                 1.3511,                0.00175,                0.00175,                0.00175
                    128,                 1.7893,                 1.5227,                 1.3126,                0.65044,                0.57797,                0.61763,                0.27865,                 1.8385,                 1.4546,                 1.3513,               0.001684,               0.001684,               0.001684
                    129,                 1.7993,                 1.5279,                 1.3161,                0.65332,                0.57725,                0.61904,                0.27953,                 1.8392,                 1.4536,                 1.3515,               0.001618,               0.001618,               0.001618
                    130,                  1.791,                 1.5211,                 1.3102,                 0.6533,                0.57963,                0.61728,                0.27906,                 1.8402,                  1.452,                 1.3517,               0.001552,               0.001552,               0.001552
                    131,                 1.7809,                 1.5155,                 1.3127,                0.65327,                0.57819,                0.61762,                 0.2802,                 1.8402,                 1.4489,                 1.3517,               0.001486,               0.001486,               0.001486
                    132,                 1.7831,                 1.5088,                 1.3076,                0.64584,                0.58345,                0.61828,                0.28026,                 1.8409,                 1.4489,                 1.3515,                0.00142,                0.00142,                0.00142
                    133,                 1.7834,                 1.5113,                  1.309,                0.64715,                0.58416,                0.61913,                0.28004,                 1.8411,                 1.4472,                 1.3516,               0.001354,               0.001354,               0.001354
                    134,                 1.7779,                 1.5027,                 1.3048,                0.65887,                0.57747,                0.61876,                0.27999,                 1.8414,                 1.4467,                 1.3519,               0.001288,               0.001288,               0.001288
                    135,                 1.7709,                 1.4928,                 1.3019,                0.65709,                0.57747,                0.61869,                0.27978,                 1.8432,                 1.4451,                 1.3526,               0.001222,               0.001222,               0.001222
                    136,                 1.7715,                 1.4919,                 1.3017,                0.65127,                0.58034,                0.61789,                 0.2804,                 1.8443,                 1.4438,                 1.3535,               0.001156,               0.001156,               0.001156
                    137,                 1.7685,                 1.4866,                 1.2931,                0.64743,                0.58034,                0.61815,                0.28066,                 1.8451,                 1.4443,                 1.3534,                0.00109,                0.00109,                0.00109
                    138,                 1.7581,                 1.4715,                  1.293,                0.64994,                0.57963,                0.61874,                0.28093,                 1.8466,                 1.4428,                 1.3538,               0.001024,               0.001024,               0.001024
                    139,                 1.7585,                 1.4787,                 1.2949,                0.65003,                0.58034,                0.62018,                0.28093,                 1.8492,                 1.4422,                 1.3551,               0.000958,               0.000958,               0.000958
                    140,                 1.7542,                 1.4681,                 1.2949,                0.64706,                0.58129,                0.61947,                0.28103,                 1.8501,                 1.4429,                 1.3553,               0.000892,               0.000892,               0.000892
                    141,                  1.788,                 1.4548,                 1.3032,                 0.6481,                0.58537,                0.61998,                 0.2814,                 1.8506,                 1.4425,                 1.3559,               0.000826,               0.000826,               0.000826
                    142,                 1.7755,                 1.4318,                 1.2956,                0.64767,                0.58967,                 0.6204,                 0.2817,                 1.8514,                 1.4417,                 1.3561,                0.00076,                0.00076,                0.00076
                    143,                 1.7758,                 1.4212,                 1.2943,                0.65509,                0.58586,                 0.6217,                0.28267,                 1.8529,                  1.441,                 1.3565,               0.000694,               0.000694,               0.000694
                    144,                 1.7625,                  1.414,                 1.2913,                0.65257,                0.58612,                 0.6214,                0.28313,                 1.8542,                 1.4405,                 1.3568,               0.000628,               0.000628,               0.000628
                    145,                 1.7606,                 1.4039,                 1.2889,                 0.6552,                 0.5825,                  0.622,                0.28302,                 1.8564,                 1.4402,                 1.3578,               0.000562,               0.000562,               0.000562
                    146,                 1.7531,                 1.3995,                 1.2872,                0.64786,                0.58752,                0.62225,                 0.2831,                 1.8575,                 1.4405,                 1.3581,               0.000496,               0.000496,               0.000496
                    147,                 1.7473,                 1.3918,                 1.2857,                0.64609,                0.58608,                0.62264,                0.28281,                  1.859,                 1.4406,                 1.3595,                0.00043,                0.00043,                0.00043
                    148,                 1.7426,                 1.3902,                 1.2816,                0.64918,                0.58465,                0.62295,                 0.2828,                 1.8608,                 1.4384,                 1.3602,               0.000364,               0.000364,               0.000364
                    149,                 1.7439,                 1.3829,                 1.2813,                0.65418,                0.58488,                0.62595,                0.28302,                 1.8636,                 1.4395,                 1.3617,               0.000298,               0.000298,               0.000298
                    150,                 1.7429,                 1.3762,                 1.2758,                0.65566,                0.58321,                0.62395,                0.28253,                 1.8652,                 1.4389,                 1.3623,               0.000232,               0.000232,               0.000232
